level(2),DependencyConflict,0x_contract_wrappers,2.0.0,eth_typing,3.6.5,eth_typing[Unknown]<--web3[web3#5.31.4]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--#eth_typing[eth_typing#3.2.0]<--0x_order_utils[0x_order_utils#4.0.1]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--
level(3),DependencyConflict,apache_airflow_providers_apache_hdfs,4.1.0,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hdfs[apache_airflow_providers_apache_hdfs#4.1.0]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hdfs[apache_airflow_providers_apache_hdfs#4.1.0]<--
level(3),DependencyConflict,apache_airflow_providers_apache_hive,6.1.2,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hive[apache_airflow_providers_apache_hive#6.1.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hive[apache_airflow_providers_apache_hive#6.1.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_hive,6.1.2,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hive[apache_airflow_providers_apache_hive#6.1.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hive[apache_airflow_providers_apache_hive#6.1.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_hive,6.1.2,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hive[apache_airflow_providers_apache_hive#6.1.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hive[apache_airflow_providers_apache_hive#6.1.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_impala,1.1.2,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_impala[apache_airflow_providers_apache_impala#1.1.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_impala[apache_airflow_providers_apache_impala#1.1.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_impala,1.1.2,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_impala[apache_airflow_providers_apache_impala#1.1.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_impala[apache_airflow_providers_apache_impala#1.1.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_impala,1.1.2,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_impala[apache_airflow_providers_apache_impala#1.1.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_impala[apache_airflow_providers_apache_impala#1.1.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_kafka,1.1.2,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kafka[apache_airflow_providers_apache_kafka#1.1.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kafka[apache_airflow_providers_apache_kafka#1.1.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_kafka,1.1.2,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kafka[apache_airflow_providers_apache_kafka#1.1.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kafka[apache_airflow_providers_apache_kafka#1.1.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_kafka,1.1.2,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kafka[apache_airflow_providers_apache_kafka#1.1.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kafka[apache_airflow_providers_apache_kafka#1.1.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_kylin,3.2.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kylin[apache_airflow_providers_apache_kylin#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kylin[apache_airflow_providers_apache_kylin#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_kylin,3.2.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kylin[apache_airflow_providers_apache_kylin#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kylin[apache_airflow_providers_apache_kylin#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_kylin,3.2.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kylin[apache_airflow_providers_apache_kylin#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_kylin[apache_airflow_providers_apache_kylin#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_livy,3.5.2,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_livy[apache_airflow_providers_apache_livy#3.5.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_livy[apache_airflow_providers_apache_livy#3.5.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_livy,3.5.2,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_livy[apache_airflow_providers_apache_livy#3.5.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_livy[apache_airflow_providers_apache_livy#3.5.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_livy,3.5.2,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_livy[apache_airflow_providers_apache_livy#3.5.2]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_livy[apache_airflow_providers_apache_livy#3.5.2]<--
level(3),DependencyConflict,apache_airflow_providers_apache_pig,4.1.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_pig[apache_airflow_providers_apache_pig#4.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_pig[apache_airflow_providers_apache_pig#4.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_pig,4.1.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_pig[apache_airflow_providers_apache_pig#4.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_pig[apache_airflow_providers_apache_pig#4.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_pig,4.1.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_pig[apache_airflow_providers_apache_pig#4.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_pig[apache_airflow_providers_apache_pig#4.1.1]<--
level(2),DependencyConflict,apache_airflow_providers_apache_pinot,4.1.1,httpx,3.10.4,httpx[Unknown]<--pinotdb[pinotdb#0.5.0]<--apache_airflow_providers_apache_pinot[apache_airflow_providers_apache_pinot#4.1.1]<--#httpx[httpx#0.24.1]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_pinot[apache_airflow_providers_apache_pinot#4.1.1]<--
level(2),DependencyConflict,apache_airflow_providers_apache_pinot,4.1.1,httpx,3.9.2,httpx[Unknown]<--pinotdb[pinotdb#0.5.0]<--apache_airflow_providers_apache_pinot[apache_airflow_providers_apache_pinot#4.1.1]<--#httpx[httpx#0.24.1]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_pinot[apache_airflow_providers_apache_pinot#4.1.1]<--
level(2),DependencyConflict,apache_airflow_providers_apache_pinot,4.1.1,httpx,3.8.2,httpx[Unknown]<--pinotdb[pinotdb#0.5.0]<--apache_airflow_providers_apache_pinot[apache_airflow_providers_apache_pinot#4.1.1]<--#httpx[httpx#0.24.1]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_pinot[apache_airflow_providers_apache_pinot#4.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_spark,4.1.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_spark[apache_airflow_providers_apache_spark#4.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_spark[apache_airflow_providers_apache_spark#4.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_spark,4.1.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_spark[apache_airflow_providers_apache_spark#4.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_spark[apache_airflow_providers_apache_spark#4.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_spark,4.1.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_spark[apache_airflow_providers_apache_spark#4.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_spark[apache_airflow_providers_apache_spark#4.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_sqoop,3.2.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_sqoop[apache_airflow_providers_apache_sqoop#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_sqoop[apache_airflow_providers_apache_sqoop#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_sqoop,3.2.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_sqoop[apache_airflow_providers_apache_sqoop#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_sqoop[apache_airflow_providers_apache_sqoop#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_sqoop,3.2.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_sqoop[apache_airflow_providers_apache_sqoop#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_sqoop[apache_airflow_providers_apache_sqoop#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_apprise,1.0.0,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apprise[apache_airflow_providers_apprise#1.0.0]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apprise[apache_airflow_providers_apprise#1.0.0]<--
level(3),DependencyConflict,apache_airflow_providers_apprise,1.0.0,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apprise[apache_airflow_providers_apprise#1.0.0]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apprise[apache_airflow_providers_apprise#1.0.0]<--
level(3),DependencyConflict,apache_airflow_providers_apprise,1.0.0,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apprise[apache_airflow_providers_apprise#1.0.0]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apprise[apache_airflow_providers_apprise#1.0.0]<--
level(3),DependencyConflict,apache_airflow_providers_arangodb,2.2.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_arangodb[apache_airflow_providers_arangodb#2.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_arangodb[apache_airflow_providers_arangodb#2.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_arangodb,2.2.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_arangodb[apache_airflow_providers_arangodb#2.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_arangodb[apache_airflow_providers_arangodb#2.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_arangodb,2.2.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_arangodb[apache_airflow_providers_arangodb#2.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_arangodb[apache_airflow_providers_arangodb#2.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_asana,2.2.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_asana[apache_airflow_providers_asana#2.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_asana[apache_airflow_providers_asana#2.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_asana,2.2.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_asana[apache_airflow_providers_asana#2.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_asana[apache_airflow_providers_asana#2.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_asana,2.2.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_asana[apache_airflow_providers_asana#2.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_asana[apache_airflow_providers_asana#2.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_atlassian_jira,2.1.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_atlassian_jira[apache_airflow_providers_atlassian_jira#2.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_atlassian_jira[apache_airflow_providers_atlassian_jira#2.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_atlassian_jira,2.1.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_atlassian_jira[apache_airflow_providers_atlassian_jira#2.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_atlassian_jira[apache_airflow_providers_atlassian_jira#2.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_atlassian_jira,2.1.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_atlassian_jira[apache_airflow_providers_atlassian_jira#2.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_atlassian_jira[apache_airflow_providers_atlassian_jira#2.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_celery,3.2.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_celery[apache_airflow_providers_celery#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_celery[apache_airflow_providers_celery#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_celery,3.2.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_celery[apache_airflow_providers_celery#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_celery[apache_airflow_providers_celery#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_celery,3.2.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_celery[apache_airflow_providers_celery#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_celery[apache_airflow_providers_celery#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_cloudant,3.2.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_cloudant[apache_airflow_providers_cloudant#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_cloudant[apache_airflow_providers_cloudant#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_cloudant,3.2.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_cloudant[apache_airflow_providers_cloudant#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_cloudant[apache_airflow_providers_cloudant#3.2.1]<--
